FOC1,FOC2,FOC3
908.2999878,1195.189941,1046.27002
901.2199707,1156.550049,958.8800049
897.1699829,1182.699951,1034.02002
902.7000122,1199.609985,1042.52002
893.0599976,1201.23999,1062.27002
899.6900024,1183.76001,1054.27002
907.7700195,1185.060059,1001.01001
906.3400269,1189.069946,995.1400146
901.0900269,1077.030029,1046.27002
974.7700195,1050.849976,1005.01001
989.0599976,1058.560059,1026.52002
981.460022,1059.459961,1082.02002
993.6300049,1052.97998,995.1400146
985.7399902,1061.359985,1046.27002
990.1400146,1055.030029,1050.52002
974.2299805,1057.170044,1050.52002
974.3900146,1063.5,1058.02002
983.9299927,1084.290039,1017.01001
984.039978,1086.25,1054.27002
981.9199829,1073.109985,1054.27002
977.5200195,1071.079956,1062.27002
993.8800049,1066.550049,1054.27002
977.0800171,1072.540039,1038.27002
981.7299805,1070.060059,1042.52002
890.4799805,1050.569946,1046.27002
894.3599854,1056.890015,1046.27002
896.0200195,1069.180054,1034.52002
914.3499756,1052.920044,1054.27002
899.0800171,1065.130005,1050.52002
904.0599976,1073.939941,1046.27002
889.4699707,1062.560059,1030.780029
902.7999878,1046.469971,1058.52002
899.2299805,1073.829956,1062.27002
908.0900269,1041.060059,1030.780029
898.25,1067.160034,1046.780029
892.5900269,1044.01001,1030.27002
923.5599976,1076.72998,1030.780029
903.2199707,1046.079956,1034.52002
900.6900024,1055.469971,953.2600098
916.8499756,1038.599976,989.2600098
925.1599731,1048.23999,975.1400146
899.3499756,1057.97998,979.1400146
909.5900269,1065.23999,977.2600098
904.5800171,1053.060059,965.2600098
902.210022,1047.209961,987.3900146
914.4299927,1104.449951,995.3900146
908.8499756,1079.910034,981.2600098
905.7299805,1054.689941,959.1400146
914.3200073,1054.040039,975.1400146
908.7800293,1051.900024,985.2600098
901.710022,1059.650024,969.0100098
916.6900024,1050.410034,971.1400146
912.8499756,1051.47998,977.2600098
898.8900146,1042.430054,995.1400146
907.4000244,1076.199951,983.1400146
908.8300171,1052.97998,973.0100098
925.5700073,1065.780029,975.1400146
901.9099731,1050.689941,977.0100098
904.0900269,1036.52002,987.1400146
908.3499756,1048.430054,971.1400146
915.2999878,1062.969971,987.1400146
901.1500244,1059.040039,981.2600098
901.2600098,1069.310059,979.1400146
923.4899902,1070.52002,953.2600098
906.0800171,1060.199951,1003.140015
917.2999878,1064.079956,989.2600098
913.6300049,1068.959961,977.0100098
913.9400024,1077.329956,983.1400146
913.7399902,1074.829956,991.1400146
908.6699829,1056.969971,973.0100098
917.6699829,1068.51001,957.2600098
930.0100098,1076.23999,983.3900146
922.1099854,1063.040039,977.2600098
904.1699829,1057.73999,975.1400146
894.5599976,1082.699951,989.2600098
915.9000244,948.3900146,1046.780029
904.6900024,1000.820007,1186.52002
918.5200195,435.7399902,1162.52002
914.7600098,868.8499756,999.3900146
936.8599854,769.2700195,999.1400146
913.8200073,667.7700195,1011.140015
913.0300293,786.0700073,1003.140015
915,1175.25,997.2600098
919.75,1172,1009.26001
916.4899902,1158.300049,1017.26001
911.4099731,1170.869995,1003.140015
910.6799927,1178.47998,1007.140015
927.7399902,1164.199951,999.1400146
912.4899902,1163.199951,1023.140015
910.8200073,1133.420044,1009.01001
907.2000122,1175.76001,1023.140015
914.3200073,1171.699951,1001.26001
909.4199829,1158.430054,1005.26001
915.210022,1167.469971,1011.390015
903.7000122,1173.27002,1017.01001
891.3400269,1168.719971,1011.140015
909.8699951,1174.22998,1015.140015
653.1599731,1156.97998,1019.140015
674.5,1171.890015,1023.140015
659.6699829,1183.380005,1009.26001
662.4899902,1064.48999,1026.52002
678.1599731,1018.48999,985.2600098
677.7700195,1013.570007,995.1400146
664.8200073,998.0599976,995.1400146
661.7800293,1010.929993,977.2600098
664.4099731,1134.339966,975.1400146
656.4799805,1166.51001,975.1400146
664.6199951,1166.119995,973.2600098
666.3300171,1147.109985,981.2600098
671.5100098,1173.219971,995.1400146
658.9099731,1158.859985,973.2600098
659.9199829,1154.869995,969.2600098
670.1199951,1158.199951,973.2600098
665.8499756,935.5200195,967.3900146
673.2199707,928.5499878,979.3900146
671.7800293,939.3499756,973.2600098
677.7800293,936.4699707,953.2600098
662.4500122,945.0200195,965.2600098
668.8300171,909.3099976,987.1400146
660.1300049,944.4799805,953.2600098
666.7299805,931.3300171,963.1400146
657.6900024,933.5999756,991.1400146
706.9699707,914.5999756,955.1400146
669.1099854,936.5499878,977.0100098
666.7800293,939.4799805,991.1400146
660.7000122,926.9299927,975.1400146
661.0800171,946.7999878,971.1400146
677.210022,934.8699951,973.0100098
672.460022,931.2999878,993.2600098
668.4699707,958.9799805,953.2600098
651.25,918.710022,985.2600098
670.0200195,906.3900146,971.1400146
701.6799927,908.7299805,983.3900146
695.9099731,950.25,969.2600098
664.8900146,920.4899902,987.3900146
666.5900269,905.2199707,997.2600098
668.3300171,928.5700073,981.2600098
656.0499878,925.5200195,987.3900146
671.1099854,967.6300049,965.2600098
673.8400269,950.2800293,987.3900146
674.5599976,948.0200195,987.3900146
673.3400269,936.7399902,999.3900146
666.3200073,877.9099731,963.3900146
670.9299927,881.9199829,983.1400146
664.789978,429.1199951,973.2600098
656.6599731,515.789978,995.3900146
670.3900146,414.6900024,975.3900146
670.0200195,760.0300293,973.2600098
664.8300171,859.5800171,969.2600098
665.1699829,836.039978,983.3900146
669.7399902,764.9000244,995.3900146
665.3099976,845.289978,981.2600098
669.4099731,396.8200073,967.3900146
672.4899902,673.1099854,955.3900146
675.1099854,592.8599854,989.2600098
672.7299805,656.4000244,963.3900146
690.960022,446.8200073,965.2600098
662.4500122,598.8300171,975.3900146
708.9000244,848.1799927,989.5100098
672.8900146,698.4000244,985.2600098
680.3099976,642.9899902,975.3900146
681.9500122,695.3499756,965.2600098
672.8699951,684.6599731,979.3900146
672.5800171,690.2600098,971.3900146
669.3200073,918.9899902,953.2600098
665.6900024,909.7299805,959.3900146
677.4799805,925.9400024,977.5100098
672.4400024,922.6900024,977.2600098
677.2399902,927.7399902,967.3900146
688.2199707,929.3099976,995.3900146
672.6599731,940.4099731,981.2600098
665.5800171,910.8699951,977.2600098
685.5100098,920.1699829,967.3900146
678.9299927,942.0100098,985.2600098
665.3800049,927.5800171,975.3900146
681.2000122,920.9099731,1009.26001
687.210022,928.3699951,975.3900146
674.8699951,938.6400146,975.3900146
663,927.7600098,995.3900146
904.0599976,941.5,1009.26001
901.7800293,928.7700195,947.3900146
879.4199829,933.0100098,977.2600098
902.6900024,929.2000122,969.5100098
1180.430054,935.4299927,967.3900146
1135.869995,932.3400269,995.3900146
1181.030029,935.1099854,987.3900146
1132.969971,1090.150024,973.2600098
1167.390015,1146.540039,953.2600098
1159.219971,1156.609985,985.2600098
1152.51001,1164.719971,985.2600098
1160.290039,1174.339966,971.3900146
885.8400269,1151.27002,995.3900146
926.960022,1187.369995,971.3900146
984.5200195,1176.619995,995.3900146
908.5200195,1157.819946,975.3900146
927.1900024,1152.319946,983.3900146
927.789978,1159.449951,969.5100098
926.960022,1175.01001,983.3900146
915.4699707,1151.150024,979.3900146
930.0800171,1183.099976,997.5100098
900.6500244,1165.660034,973.2600098
908.1699829,1164.880005,987.3900146
907.2999878,1164.589966,967.3900146
919.75,1148.280029,967.3900146
822.0100098,1170.810059,977.2600098
671.4199829,1170.410034,975.3900146
679.1500244,1151.969971,981.2600098
651.8599854,1175.119995,959.3900146
656.2700195,1175.400024,1001.26001
884.1500244,1163.02002,959.3900146
673.9799805,1160.930054,981.2600098
757.0300293,1155.459961,987.3900146
729.9099731,1167.880005,985.5100098
928.75,1161.869995,985.2600098
975.3099976,1163.02002,955.3900146
1015.030029,988.25,973.5100098
988.2700195,970.4899902,959.3900146
983.8200073,984.8599854,967.3900146
1052.219971,847.9500122,967.3900146
1241,920.6900024,959.3900146
1235.849976,831.7399902,967.3900146
1249.930054,400.019989,999.3900146
1248.469971,756.4000244,979.3900146
1249.060059,971.9099731,959.3900146
1253.52002,809.789978,943.3900146
1245.97998,499.1099854,971.3900146
1236.900024,472.4700012,957.2600098
1236.040039,708.0700073,961.2600098
1263.180054,673.1699829,965.2600098
1247.430054,617.8499756,973.2600098
1235.849976,808.2800293,957.2600098
1248.76001,915.9699707,997.5100098
1250.319946,915.7600098,975.3900146
1242.939941,919.1199951,981.2600098
1226.849976,913.9699707,979.3900146
1220.369995,915.0300293,981.2600098
1251.76001,905.6599731,985.5100098
1237.380005,915.4400024,963.3900146
1236.76001,929.2000122,979.3900146
1251.880005,914.8200073,977.2600098
1218.589966,932.9000244,969.5100098
1224.890015,921.0800171,1003.390015
1252.880005,912.4199829,989.5100098
1222.089966,932.7199707,983.3900146
1235.27002,925.5499878,957.2600098
1219.959961,922.3400269,989.5100098
1228.420044,939.1599731,985.2600098
1232.140015,930.4899902,963.3900146
1225.060059,935.2600098,983.3900146
1238.050049,933.6199951,975.3900146
1230.939941,908.789978,981.2600098
1227.199951,923.2999878,977.5100098
1209.73999,921.9000244,967.3900146
1219.089966,923.2800293,975.3900146
1230.030029,909.9099731,979.3900146
1226.829956,926.460022,979.3900146
1244.199951,922.8400269,969.5100098
1231.819946,918.1900024,981.2600098
1239.140015,929.5999756,973.2600098
1235.23999,912.8099976,965.2600098
1237.140015,933.1799927,979.3900146
1238.310059,934.9899902,985.2600098
1231.599976,728.1199951,977.2600098
1224.51001,1012.440002,975.3900146
1217.170044,1200.599976,961.2600098
1245.219971,1179.130005,975.3900146
1225.369995,1179.439941,979.3900146
1230.459961,1156.810059,973.2600098
1244.660034,1216.140015,995.3900146
1220.719971,1256.209961,991.3900146
1251.569946,1233.22998,975.3900146
1226.800049,1225.930054,991.6400146
1235.939941,1225.579956,983.3900146
1238.839966,1216.339966,979.3900146
1219.780029,1243.569946,973.5100098
1232.060059,1044.349976,975.3900146
1217.540039,1044.719971,975.3900146
1231.030029,1078.969971,995.3900146
1215.51001,1045.619995,989.5100098
1238.900024,922.0900269,967.3900146
1230.640015,936.5499878,987.3900146
1210.170044,920.8300171,965.5100098
1241.76001,923.210022,959.3900146
1210.5,945.5100098,985.2600098
1232.540039,939.9099731,981.5100098
1239.670044,932.8599854,975.3900146
1246.540039,937.4099731,977.5100098
1228.920044,937.3800049,965.5100098
1221.449951,942.5999756,985.5100098
1257.060059,945.3699951,973.5100098
1244.829956,922.6400146,975.3900146
1261.380005,939.8300171,981.5100098
1255.209961,933.25,993.5100098
1250.050049,939.5900269,981.5100098
1243.439941,927.3400269,987.3900146
1248.449951,918.1300049,989.5100098
1259.810059,928.8200073,969.5100098
1236.329956,872.0800171,995.3900146
1236.619995,460.3099976,999.3900146
1222.060059,459.980011,989.5100098
1235.459961,685.5,987.3900146
1237.579956,667.4699707,981.2600098
1226.47998,724.6099854,969.5100098
1229.400024,772.7000122,975.3900146
1236.599976,879.4000244,973.5100098
1238.209961,914.0100098,987.1400146
1226.829956,889.5599976,989.5100098
1231.560059,911.6199951,971.3900146
1237.640015,938.4899902,983.3900146
1233.800049,897.8099976,997.5100098
1239.599976,922.1900024,985.5100098
1225.130005,895.039978,961.5100098
1234.829956,938,983.3900146
1224.51001,518.0200195,983.3900146
1254.420044,711.7299805,985.5100098
1231.410034,455.3800049,975.3900146
1222.319946,458.5899963,983.3900146
1240.170044,452.7999878,969.2600098
1219.170044,469.1600037,987.3900146
1226.47998,454.6400146,979.3900146
1226.410034,453.3099976,997.2600098
1216.119995,448.7200012,965.2600098
1224.599976,451.5799866,997.5100098
1217.579956,472.5799866,973.5100098
1232.300049,467.4700012,981.5100098
1234.47998,709.2299805,985.5100098
1226.869995,449.8200073,949.5100098
1224.780029,462.2999878,1005.51001
1220.050049,456.2099915,985.5100098
1227.540039,463.1300049,977.5100098
1238.949951,457.019989,971.3900146
1226.849976,460.1199951,991.3900146
1235.76001,465.6600037,983.3900146
1233.319946,458.2099915,997.5100098
1220.349976,455.269989,951.3900146
1217.390015,465.8599854,977.5100098
1242.319946,463.0599976,991.3900146
1210.369995,895.5100098,989.5100098
1224.670044,950.5700073,993.5100098
1246.839966,869.4299927,987.3900146
1218.930054,956.5499878,635.3900146
1226.630005,948.0200195,685.5100098
1245.810059,951.6699829,945.5100098
1234.829956,659.2299805,935.3900146
1208.949951,452.980011,963.3900146
1228.920044,989.7299805,963.3900146
1211.810059,992.6199951,917.5100098
1228.73999,853.9299927,959.3900146
1235.76001,665.8699951,929.5100098
1240.76001,853.6400146,931.3900146
1235.459961,964.6199951,939.3900146
1223.48999,978.6699829,931.3900146
1226.959961,990.4099731,927.3900146
1210.280029,984.75,945.5100098
1212.109985,992.4199829,939.3900146
1221.27002,997.4199829,939.3900146
1227.589966,990.4299927,935.3900146
1214.209961,999.5200195,919.3900146
1221.119995,1092.400024,923.3900146
1226.410034,1034.170044,953.2600098
1227.349976,1029.640015,949.2600098
1212.829956,1000.320007,933.5100098
1236.719971,1019.51001,931.3900146
1221.01001,1001.049988,951.3900146
1231.98999,1005.23999,943.3900146
1233.099976,1013.289978,903.3900146
1217.02002,1007.429993,945.5100098
1224.859985,1023.47998,927.3900146
1212.130005,1014.299988,921.2600098
1231.380005,1019.799988,923.3900146
1230.469971,1015.77002,951.3900146
1223.949951,1005.289978,933.5100098
1216.060059,1013.719971,943.3900146
1218.630005,1017.030029,917.5100098
1222.469971,1028.23999,935.3900146
1227.810059,1014.090027,943.3900146
1210.939941,1013.530029,917.5100098
1215.160034,1012.049988,955.3900146
1224.839966,1025.390015,893.5100098
1208.119995,1033.52002,939.3900146
1209.099976,1019.210022,939.3900146
1218.959961,1020.98999,971.3900146
1219.290039,1031.189941,945.5100098
1214.119995,1009.22998,929.5100098
1193.209961,1027.069946,935.3900146
1221.98999,1020.98999,933.5100098
1222.859985,1023.700012,951.3900146
1236.77002,1018.179993,939.3900146
1221.949951,1018.799988,919.3900146
1239.930054,1014.929993,981.5100098
1215.540039,1029.329956,931.3900146
1233.089966,1021.929993,969.5100098
1208.52002,1005.450012,953.5100098
1218.219971,1047.650024,961.5100098
1217.130005,1025.189941,959.3900146
1224.670044,1027.550049,951.3900146
1221.819946,1025.650024,937.5100098
726.2700195,1034.939941,913.5100098
980.4199829,1033.189941,947.3900146
1175.449951,1024.579956,931.3900146
1200.150024,1020.869995,935.6400146
1209.930054,1027.439941,943.3900146
1215.22998,1053.530029,953.5100098
1239.25,1001.880005,955.3900146
1223.400024,1034.089966,963.3900146
1221.640015,1021.580017,971.3900146
1238.140015,1070.709961,951.3900146
1227,1024.839966,939.3900146
1219.02002,1020.01001,959.3900146
1209,1035.680054,941.5100098
1211.219971,1024.689941,943.3900146
1225.060059,1039.880005,943.3900146
1237.939941,1004.919983,977.5100098
1224.339966,987.9400024,977.5100098
1224.689941,974.8699951,957.5100098
1243.439941,981.5,957.5100098
1221.420044,986.1500244,933.2600098
1221.699951,986.7999878,933.2600098
1239.22998,986.3400269,937.5100098
1227.52002,967.1199951,937.5100098
1230.660034,995.7199707,923.3900146
1235.829956,1000.72998,923.3900146
1243.26001,981.3699951,961.5100098
1217.930054,992.1400146,961.5100098
1240.040039,968.9199829,941.5100098
1254.420044,974.6799927,941.5100098
1232.599976,996.2399902,949.5100098
1229.290039,988.6099854,949.5100098
1220.369995,988.5700073,955.3900146
1242.73999,977.4199829,955.3900146
1208.969971,983.2600098,931.6400146
1220.75,982.4299927,931.6400146
1202.369995,982.8400269,925.5100098
1213.550049,990.2700195,925.5100098
1198.859985,977.3800049,935.3900146
1187.439941,976.8599854,935.3900146
1195.5,980.0300293,929.2600098
1197.709961,976.6500244,929.2600098
1223.01001,975.8599854,981.5100098
1221.25,981.7199707,981.5100098
1191.910034,987.6300049,963.3900146
1222.030029,981.8200073,963.3900146
1190.75,952.3200073,939.3900146
1210.369995,966.9400024,939.3900146
1207.800049,956.9299927,951.3900146
739.4799805,986.5200195,951.3900146
697.8800049,1000.289978,941.5100098
734.0900269,984.6500244,941.5100098
426.5700073,975.289978,973.5100098
948.25,979.2800293,973.5100098
977.6300049,981.7800293,921.5100098
984.8499756,975.1099854,921.5100098
1007.960022,979.2000122,919.3900146
988.0200195,971.2000122,919.3900146
1005.090027,969.1599731,955.3900146
1211.829956,986.3800049,955.3900146
1244.73999,983.3800049,917.5100098
1097.150024,987.6699829,917.5100098
1145.079956,978.1400146,935.3900146
722.8400269,991.7000122,935.3900146
982,989.5999756,971.3900146
1164.589966,991.6699829,971.3900146
1152.469971,979.539978,893.5100098
1177.579956,980.7199707,893.5100098
1191.109985,971.0599976,943.3900146
1178.47998,983.6900024,943.3900146
1179.050049,979.6500244,963.3900146
1215.910034,955.460022,963.3900146
1176.97998,988.4099731,949.2600098
1185.089966,989.1400146,949.2600098
1175.709961,968.8699951,939.3900146
1193.810059,967.4299927,939.3900146
1185.52002,1008.719971,923.3900146
1215.150024,995.0900269,923.3900146
1206.650024,982.7700195,959.3900146
1205.25,979.7700195,959.3900146
1204.349976,991.0599976,959.3900146
1184.079956,989.7000122,959.3900146
1209.5,981.8400269,963.3900146
1203.680054,987.5200195,963.3900146
1207.280029,979.9400024,963.3900146
1189.22998,968.8900146,963.3900146
1209.130005,1003.059998,955.3900146
1201.130005,985.9199829,955.3900146
1223.48999,993.8599854,935.3900146
1203.829956,988.710022,935.3900146
1192.780029,983.5999756,961.2600098
1192.449951,992.3900146,961.2600098
1201.609985,1000.299988,937.2600098
1198.819946,998.6699829,937.2600098
1207.300049,998.5599976,945.2600098
1189.51001,968.2800293,945.2600098
1180.069946,994.039978,933.5100098
1181.030029,988.9500122,933.5100098
1160.949951,993.9799805,947.3900146
1199.339966,975.6699829,947.3900146
1192.560059,987.5100098,951.3900146
1181.22998,983.8800049,951.3900146
1190.800049,995.6300049,947.3900146
1194,992.9699707,947.3900146
1178.719971,978.4199829,933.5100098
1176.079956,969.1699829,933.5100098
1168.949951,980.5300293,937.5100098
1202.52002,1016.030029,937.5100098
1194.26001,975.2299805,957.5100098
1187.199951,991.8599854,957.5100098
1196.160034,997.7399902,943.3900146
1189.77002,972.039978,943.3900146
1183.949951,946.3900146,935.3900146
1196.969971,998.1099854,935.3900146
1205.98999,966.0499878,957.5100098
1200.76001,957.0300293,957.5100098
1205.310059,987.9699707,949.5100098
1209.550049,991.5900269,949.5100098
1212.900024,977.4500122,949.5100098
1205.119995,980.4500122,949.5100098
1202.900024,976.5900269,955.3900146
1216.280029,977.7299805,955.3900146
1219.550049,949.2000122,963.3900146
1212.949951,961.3300171,963.3900146
1187.810059,995.4099731,951.3900146
1212.709961,965.9000244,951.3900146
1208.109985,980.5900269,939.3900146
1218.219971,999.4000244,939.3900146
1221.709961,957.9199829,939.3900146
1193.810059,970.3800049,939.3900146
1201.069946,992.5700073,951.3900146
1217.589966,985.6500244,951.3900146
1193.920044,979.1599731,953.2600098
1215.150024,992.8599854,953.2600098
1214.930054,939.1199951,953.5100098
1204.579956,968.9099731,953.5100098
1202.810059,927.710022,929.5100098
1210.609985,940.1900024,929.5100098
1204.599976,941.2299805,955.3900146
1211.599976,939.8499756,955.3900146
1209.569946,936.1799927,955.3900146
1208.02002,936.5200195,955.3900146
1213.51001,948.2000122,953.5100098
1207.060059,955.4500122,953.5100098
1215.079956,951.210022,979.3900146
1192.079956,937.4500122,979.3900146
1202.380005,945.1099854,955.3900146
1212.619995,944.8400269,955.3900146
1196.699951,931.4099731,967.3900146
1222.709961,931.3599854,967.3900146
1205.540039,919.4099731,971.3900146
1212.310059,922.5300293,971.3900146
1209.920044,919.2199707,995.3900146
1202.329956,907.289978,995.3900146
1206.819946,900.3599854,999.3900146
1211.069946,910.4099731,999.3900146
1210.790039,904.8900146,995.3900146
1211.680054,903.5900269,995.3900146
1214.189941,898.4500122,1003.390015
1207.26001,903.3499756,1003.390015
1205.579956,906.9799805,953.5100098
1209.609985,911.039978,953.5100098
1213.030029,896.5,979.3900146
1215.869995,914.9000244,979.3900146
1212.969971,918.4500122,979.3900146
1216.079956,918.2399902,979.3900146
1200.959961,949.7800293,975.3900146
1218.530029,924.3499756,975.3900146
1205.969971,915.8400269,977.5100098
1210.050049,912.5700073,977.5100098
1204.420044,923.8900146,959.3900146
1203.589966,1034.569946,959.3900146
1202.589966,1029.060059,949.2600098
1222.410034,1026.329956,949.2600098
1205.25,1023.570007,935.3900146
1214.430054,1020.640015,935.3900146
1211.660034,1026.199951,951.3900146
1221.030029,1036.119995,951.3900146
1223.390015,1031.170044,983.3900146
1201.97998,1036.119995,983.3900146
1201.219971,1040.76001,989.2600098
1213.77002,1035.089966,989.2600098
1213.099976,1042.180054,953.5100098
1214.150024,1040.630005,953.5100098
1210.76001,1036.810059,967.1400146
1196.310059,1029.969971,967.1400146
1227.23999,1038.650024,975.3900146
1239.5,1033.23999,975.3900146
1224.719971,1046.119995,961.2600098
1224.959961,1035.01001,961.2600098
1229.880005,1038.949951,951.3900146
1226.530029,1034.050049,951.3900146
1208.349976,1034.050049,945.2600098
1214.98999,1047.670044,945.2600098
1219.199951,1036.900024,967.3900146
1229.579956,1032.810059,967.3900146
1218.880005,1037.75,993.2600098
1205.209961,1036.160034,993.2600098
1221.290039,1037.800049,957.2600098
1208.540039,1036.160034,957.2600098
1222.430054,1040,947.3900146
1208.23999,1038.27002,947.3900146
1201.150024,976.8300171,953.2600098
1212.140015,974.1799927,953.2600098
1207.410034,968.5599976,965.2600098
1198.040039,963.1699829,965.2600098
1218.920044,959.710022,955.3900146
1218.699951,955.75,955.3900146
1208.829956,953.9899902,953.2600098
1222.410034,962.4899902,953.2600098
1210.76001,967.5800171,999.3900146
1194.109985,981.289978,999.3900146
1215.910034,954.6199951,985.2600098
1204.880005,980.2600098,985.2600098
1209.069946,960.9899902,925.2600098
1202.589966,951.960022,925.2600098
1203.400024,998.5900269,971.3900146
1222.650024,997.75,971.3900146
1203.810059,996.5,973.2600098
1210.630005,979,973.2600098
1219.810059,975.5499878,951.1400146
1214.319946,977.2700195,951.1400146
1218.26001,985.3400269,981.2600098
1214.589966,986.460022,981.2600098
1241.699951,978.7700195,959.3900146
1228.709961,982.4799805,959.3900146
1235.069946,981.8400269,1038.780029
1224.699951,977.8400269,1038.780029
1227.75,978.1500244,989.2600098
1223.390015,977.2299805,989.2600098
1243.540039,972.4899902,991.1400146
1231.650024,970.6300049,991.1400146
1237.579956,991.4299927,997.2600098
1221.400024,976.6599731,997.2600098
1220.599976,978.789978,1038.780029
1229.72998,986.5300293,1038.780029
1225.810059,963.7000122,1021.26001
1217.97998,985.6599731,1021.26001
1231.430054,983.4400024,1046.780029
1250.109985,983.4299927,1046.780029
1232.780029,960.7800293,885.5100098
1222.189941,981.5999756,885.5100098
1211.359985,959.1300049,1038.27002
1222.800049,982.7000122,1038.27002
1225.089966,966.7600098,1015.390015
1221.969971,974.289978,1015.390015
1225.26001,986.3599854,869.2600098
1205.969971,968.4699707,869.2600098
1220.140015,982.4400024,893.2600098
1224,978.2199707,893.2600098
1215.300049,981.1699829,1046.780029
1219.310059,980.9699707,1046.780029
1216.02002,886.7999878,873.2600098
1223.819946,876.5200195,887.3900146
1208.73999,895.2800293,879.3900146
1234.589966,902.6199951,883.3900146
1234.589966,878.2000122,871.3900146
1231.209961,891.4000244,881.5100098
1231.040039,886.8499756,875.3900146
1247.430054,877.0200195,883.3900146
1226.959961,876.1099854,877.2600098
1212.920044,889.789978,897.2600098
1226.310059,908.3599854,903.3900146
1209.130005,893.1199951,905.2600098
1234.920044,892.9000244,989.2600098
1237.949951,911.4500122,943.3900146
1220.030029,896.7199707,945.2600098
1235.969971,910.3200073,931.3900146
1212.51001,916.7199707,933.2600098
1221.030029,905.2700195,935.3900146
1224.23999,900.9500122,917.2600098
1220.51001,898.2199707,913.2600098
1217.670044,913.0599976,901.2600098
1206.040039,916.8699951,909.2600098
1235.880005,902.0599976,921.2600098
1235.380005,906.5300293,883.3900146
1223.469971,913.25,909.2600098
1241.390015,906.7999878,921.2600098
1233.890015,902.7999878,923.1400146
1238.189941,915.3300171,901.2600098
1227.530029,911.0700073,893.2600098
1206.430054,911.1199951,915.1400146
1230.880005,905.4799805,909.2600098
1239.949951,909.1300049,937.2600098
1206.189941,894.1900024,917.2600098
1215.800049,905.4799805,891.1400146
1185.060059,911.7800293,923.1400146
1213.01001,798.5100098,901.2600098
1218.660034,810.1199951,923.1400146
1205.25,827.8699951,903.1400146
1215.410034,832.5100098,913.0100098
1205.900024,816.1400146,881.2600098
1198.839966,813.4899902,907.1400146
1178.130005,834.8099976,891.1400146
1151.76001,827.7199707,901.2600098
960.1300049,833.0499878,899.1400146
953.710022,828.9500122,891.1400146
971.6300049,844.7199707,883.1400146
969.1900024,839.7199707,899.1400146
934.75,840.6099854,869.2600098
648.289978,842.0900269,883.1400146
677.5900269,843.0499878,879.1400146
682.5200195,845.25,897.2600098
693.9099731,829.6699829,799.3900146
684.6099854,838.5,871.3900146
680.9899902,855.7999878,873.2600098
683.9899902,831.2199707,891.1400146
676.4500122,838.9500122,879.1400146
683.4099731,827.6300049,881.2600098
680.6500244,813.8699951,863.1400146
701.0100098,804.6400146,861.2600098
707.3699951,803.8699951,861.2600098
695.539978,798.539978,863.1400146
685.5999756,814.5700073,869.2600098
695.1099854,796.710022,873.2600098
700.4500122,811.1900024,859.1400146
693.710022,692.039978,885.2600098
694.5300293,714.2999878,817.2600098
692.7600098,671.0300293,843.1400146
695.6199951,738.8800049,849.2600098
696.4000244,731.6400146,853.2600098
708.8599854,817.2700195,851.1400146
684.4500122,973.1500244,841.2600098
687.3400269,1003.210022,843.1400146
701.1199951,1011.780029,859.1400146
688.5200195,1004.700012,839.1400146
693.4899902,1014.140015,839.1400146
715.3200073,1015.109985,869.2600098
699.4000244,1004.400024,847.1400146
695.5,1041.97998,839.1400146
700.539978,1019.080017,897.2600098
707.4699707,999.5999756,911.1400146
695.4299927,995.75,911.1400146
706.6799927,994.1199951,901.2600098
701.0100098,1013.099976,897.2600098
700.3900146,1006.26001,909.2600098
704.5100098,995.3499756,899.1400146
707.7700195,1003.210022,895.1400146
701.8699951,984.6199951,901.2600098
699.6099854,1005.640015,893.2600098
676.6400146,1009.309998,899.1400146
690.2800293,1002.640015,919.3900146
685.4899902,1002.359985,909.2600098
698.8400269,998.0300293,905.2600098
694.25,1001.530029,899.1400146
681.2600098,994.6400146,853.2600098
698.5499878,991.4099731,857.2600098
711.8400269,991.2399902,915.1400146
705.0200195,989.9099731,907.1400146
680.25,997.0300293,907.1400146
709.9699707,1016.030029,871.1400146
693.0599976,1017.409973,865.0100098
703.710022,1020.419983,633.2600098
701.9400024,1017.349976,667.1400146
719.4699707,997.7199707,637.0100098
702.8599854,990.9699707,657.0100098
697.4699707,988.2299805,659.1400146
711.3200073,995.960022,430.5
705.6400146,995.25,881.2600098
711.7999878,1000.840027,983.1400146
703.5900269,1003.98999,991.1400146
700.8200073,990.9699707,963.1400146
697.8300171,990.6300049,759.1400146
697.3599854,986.6699829,769.2600098
700.9799805,989.7199707,861.0100098
708.9099731,974.3200073,1009.01001
702.8599854,957.789978,1002.880005
702.1599731,975.6599731,1017.01001
719.9799805,998.6300049,1066.02002
703.5999756,988.2000122,1067.030029
705.6199951,996.5300293,810.8800049
702.8800049,1004.390015,866.8800049
702.6500244,996.5900269,865.0100098
690.0999756,976.1599731,855.1400146
704.3200073,975.9199829,878.8800049
695.3400269,981.6099854,825.0100098
710.2399902,977.3200073,873.0100098
701.7800293,985.3099976,749.0100098
716.5700073,1019.780029,810.8800049
707.8900146,1044.839966,839.1400146
706.0800171,1034.160034,845.0100098
707,1036.660034,861.0100098
692.4400024,1027.359985,851.1400146
696.2800293,1026.439941,827.1400146
685.4699707,1067.619995,486.5
700.6599731,1053.069946,707.1400146
693.7800293,1049.849976,851.1400146
705.1300049,1035.619995,861.2600098
